news_outlet;provenance;query_keywords;creation_date;last_modified;crawl_date;author_person;author_organization;news_keywords;content_title;content_description;content_body;Fake News;Extreme bias;clickbait;credible;
kurier;https://kurier.at/chronik/oesterreich/welche-altersgruppe-derzeit-am-staerksten-von-covid-betroffen-ist/401809141;ns, us, ss, corona, sp;17.11.2021;nan;24.10.2024;17.11.21, 13:14;;;Welche Altersgruppe derzeit am stärksten von Covid betroffen ist;Sieben-Tage-Inzidenz bei Sechs- bis 14-Jährigen innerhalb einer Woche um knapp 61 Prozent auf 1.518,9 geklettert.;"Was die Verbreitung des Coronavirus in Österreich betrifft, haben die Sechs- bis 14-Jährigen die 15- bis 24-Jährigen die als stärkste betroffene Altersgruppe abgelöst. Wie aktuelle Zahlen der Agentur für Gesundheit und Ernährungssicherheit (AGES) zeigen, kletterte in der Vorwoche (8. bis 14. November) die Sieben-Tage-Inzidenz bei den Sechs- bis 14-Jährigen von 943,6 auf 1.518,9 Fälle je 100.000 Einwohner. Das entspricht einem Zuwachs um knapp 61 Prozent binnen einer Woche. Bei den 15- bis 24-Jährigen stieg die Sieben-Tage-Inzidenz innerhalb einer Woche von 984,3 auf 1.253,5 je 100.000 Einwohner, was einem Plus von mehr als 27 Prozent gleichkam. Inzidenzen jenseits der 1.000er-Grenze weisen mittlerweile auch die 25- bis 34-Jährigen mit 1.054,0 sowie die 35- bis 44-Jährigen mit 1.047,0 auf. Am geringsten sind die Inzidenzen bei den Kleinkindern unter sechs Jahren mit 371,6 und den Hochbetagten, die älter als 85 sind, mit 339,9. Allerdings schnellten sie auch in diesen Gruppen innerhalb einer Woche signifikant in die Höhe. Bei den Kleinkindern nahm die Sieben-Tage-Inzidenz um über 70 Prozent zu, bei den Hochbetagten um immerhin knapp zwölf Prozent. Letztere sind die Altersgruppe mit der höchsten Impfquote. Dem Impfdashboard des Gesundheitsministeriums zufolge haben 90,21 Prozent der Über-85-Jährigen ein gültiges Impfzertifikat. Kinder vor Vollendung ihres zwölften Lebensjahrs werden in Österreich derzeit ""off label"" gegen Covid-19 geimpft, eine offizielle Empfehlung des Nationalen Impfgremiums liegt noch nicht vor. Das seit Montag gegebene Kinderimpfangebot der Stadt Wien wird aber gut angenommen. Laut Gesundheitsministerium haben österreichweit 2.767 Kinder, die jünger als zwölf sind, ein gültiges Impfzertifikat. Bei den Zwölf- bis 14-Jährigen sind es 88.816, was einem Anteil von knapp 35 Prozent dieser Bevölkerungsgruppe entspricht. In der Gruppe der 15- bis 24-Jährigen sind 62,91 Prozent vollimmunisiert, bei den 25- bis 34-Jährigen 63,87 Prozent.";;;;;
kurier;https://kurier.at/politik/ausland/wo-die-corona-impfpflicht-bereits-realitaet-ist/401811646;politik, spo, ns, frankreich, us, usa, pandemie, ss, schi, regierung, impfpflicht, corona, sp, ukraine;19.11.2021;nan;24.10.2024;19.11.21, 12:06;;;In diesen Ländern gilt bereits die Impfpflicht;In einigen Staaten gibt es eine Impfpflicht für alle Erwachsenen. Weitaus mehr Länder setzen jedoch auf eine Impfpflicht für bestimmte Berufsgruppen.;Im Februar soll die Impfpflicht in Österreich kommen - in vielen Ländern wird eine Impfpflicht als Mittel gegen die Corona-Pandemie diskutiert. Bisher wurde eine Impfpflicht für die gesamte erwachsene Bevölkerung aber relativ selten verhängt, häufiger gilt diese nur für bestimmte Berufsgruppen wie Pflegekräfte oder Schulpersonal. Eine Impfpflicht für die gesamte erwachsene Bevölkerung eines Landes gibt es nur in wenigen Staaten. Bereits am 8. Februar wurde im kleinsten Land der Welt, dem Vatikan, eine Impfpflicht für alle Bewohner und dort beschäftigten Angestellten eingeführt. Die Strafen bei einem Verstoß reichen theoretisch bis hin zur Entlassung.;;;;;
kurier;https://kurier.at/chronik/wien/mehrere-demos-fuer-samstag-in-wiener-innenstadt-angekuendigt/401811778;strache, ns, linke, demo, christ, lockdown, us, rna, pandemie, ss, schi, corona, sp, fpö, herbert kickl;19.11.2021;nan;24.10.2024;19.11.21, 11:51;;;Mehrere Demos für Samstag in Wiener Innenstadt angekündigt;Mehrere Märsche und Kundgebungen. Großaufgebot der Polizei.;"Kurz vor dem bundesweiten Lockdown wird der Samstag noch einmal ein intensiver Demo-Tag für die Gegner der Corona-Maßnahmen in der Wiener Innenstadt. Laut ÖAMTC wird es zumindest drei Märsche geben, für die jeweils mehrere tausend Teilnehmer erwartet werden. Zum größten Demozug ruft die FPÖ ""im Raum Heldenplatz, Ring, MQ (Museumsquartier, Anm.) und Oper"" auf. Auch mehrere Kundgebungen gibt es, etwa von der Partei MFG ""Menschen Freiheit Grundrechte"" am Schwarzenbergplatz.";;;;;
kurier;https://kurier.at/wirtschaft/strategie-aenderung-apple-arbeitet-angeblich-an-macs-mit-touchscreen-fuer-2025/402288446;ns, us, pandemie, ss, schi, sp;12.01.2023;nan;24.10.2024;12.01.23, 06:40;;;Neue Strategie? Apple arbeitet angeblich an Macs mit Touchscreen;Es sei aber laut Medienberichten noch keine endgültige Entscheidung dazu getroffen worden. ;Apple könnte laut einem Medienbericht in einer Abkehr von der bisherigen Strategie Mac-Computer mit einem Touchscreen auf den Markt bringen. Der Konzern peile in Überlegungen das Jahr 2025 dafür an, schrieb der Finanzdienst Bloomberg in der Nacht zum Donnerstag. Zugleich sei bisher keine endgültige Entscheidung dazu getroffen worden und die Pläne könnten noch gekippt werden, hieß es unter Berufung auf mit den Anstrengungen vertraute Personen.;;;;;
kurier;https://kurier.at/politik/ausland/nuklearer-wettlauf-die-furchtbar-praktischen-atomwaffen/401922910;krieg, spo, europa, ns, us, rna, usa, ss, sp, ukraine;02.03.2022;nan;24.10.2024;02.03.22, 05:00;;;Nuklearer Wettlauf: Die furchtbar praktischen Atomwaffen;Putins Drohung mit Russlands Atomarsenal ist nur die nächste Stufe in einem neuen nuklearen Wettlauf zwischen den zwei alten Supermächten – und einer neuen.;"Die Kurzfassung, die weltweit über die Nachrichtenagenturen lief, klang einigermaßen erschreckend. ""Abschreckungswaffen in erhöhter Alarmbereitschaft"" teilte Russlands Verteidigungsminister Sergej Schoigu zu Wochenbeginn mit. Man hatte der Aufforderung von Präsident Putin Folge geleistet. Im Detail allerdings liest sich Schoigus Dienstmeldung zwiespältig und nicht ganz so bedrohlich. Man habe das Personal in der Kommandozentrale der ""strategischen Raketenwaffen"" und in jener der ""Nord- und Pazifikflotte"" aufgestockt. Vereinfacht ausgedrückt hat Russland damit sein ohnehin ständig einsatzbereites Arsenal an Interkontinentalraketen in erhöhte Einsatzbereitschaft versetzt. Es ist jener Teil des nuklearen Arsenals, der Russland so wie auch den USA zur Abschreckung dient. Innerhalb einer Stunde wären diese Raketen in der Lage, die Metropolen des Gegners gänzlich zu zerstören. ""Gegenseitig garantierte Vernichtung"" ist das offizielle strategische Prinzip dieser atomaren Frontstellung aus dem Kalten Krieg. Durch eine ganze Folge von Abrüstungsverträgen  wurden diese Arsenale stark reduziert und auch gegenseitig kontrolliert. Anders als sein Vorgänger Trump hat US-Präsident Biden der Verlängerung  des  aktuellsten dieser Verträge, ""New Start"", zugestimmt. Er gilt jetzt bis 2026.";;;;;
kurier;https://kurier.at/chronik/wien/schulweg-chaos-hochwasser-wien-niederoesterreich-westbahnstrecke/402958106;ns, christ, us, rna, ss, schi, familie, sp;03.10.2024;nan;24.10.2024;03.10.24, 15:05;;;Schulweg-Chaos nach Hochwasser: Kinder auf stundenlangen Odysseen ;Der Schienenersatzverkehr auf der S50 fällt immer wieder aus – Eltern von Schülern in den Wienerwald-Gemeinden verzweifeln.;Hat man auf sie vergessen? Während man nach dem Hochwasser so rasch wie möglich Zug-Ersatzverbindungen für die Tausenden Pendler nach Wien aufstellte und sich Landeshauptfrau Johanna Mikl-Leitner für „ihre Niederösterreicher“ ins Zeug warf (und zugleich die ÖBB scharf kritisierte), scheinen in der umgekehrten Richtung die Sorgen und Nöte der Auspendler komplett untergegangen zu sein. Besonders betroffen von den Hochwasserschäden sind aber nach wie vor Hunderte Schüler aus Wien, die in Niederösterreich in die Schule gehen – etwa in Purkersdorf oder Pressbaum. Eltern und Schüler berichten von haarsträubenden Erlebnissen. Eigentlich sollte es statt der gesperrten S50 adäquate ÖBB-Ersatzbusse auf der Strecke zwischen Hütteldorf und Eichgraben-Altlengbach geben – und zwar im Halbstundentakt. Eigentlich. In der Realität haben diese entweder große Verspätungen oder fallen ersatzlos und ohne Vorinformation aus. So geschehen zuletzt an drei Schultagen hintereinander: Freitag, Montag und Dienstag kam der „Schülerbus“ SV110 um 7.14 Uhr ab Hütteldorf einfach nicht.;;;;;
kurier;https://kurier.at/chronik/burgenland/mit-wind-und-sonne-gegen-den-hohen-gaspreis/401821870;asien, ns, us, rna, ss, klima, sp;28.11.2021;nan;24.10.2024;28.11.21, 20:44;;;Mit Wind und Sonne gegen den hohen Gaspreis;6,7 Euro Mehrkosten pro Monat für jeden Haushalt. ;Richtig energisch wird derzeit das Thema Energiekosten diskutiert. Zuletzt bat etwa Stefan Sharma, Vorstandsvorsitzender der Energie Burgenland, zu einem Pressetermin, um die jüngsten Entwicklungen aus seiner Sicht zu kommentieren. Die steigenden Strompreise würden jedenfalls die derzeit verfolgte Strategie, also den Ausbau der erneuerbaren Energie, bestätigen. Sharma verwies auf die Abhängigkeit von internationalen Märkten, so sei etwa der Gaspreis „so nicht erwartbar“ gewesen. Die Strompreiserhöhung falle nun mit 6,7 Euro im Monat aber etwas geringer aus, was auch darauf zurückzuführen sei, dass es 2022 keinen Ökostrom-Förderbeitrag gebe.;;;;;
kurier;https://kurier.at/politik/inland/600-prozent-teurer-regierung-beraet-bei-gipfel-ueber-hohe-gaspreise/401886542;mindestsicherung, politik, spo, ns, us, ss, regierung, sp, ukraine;28.01.2022;nan;24.10.2024;28.01.22, 12:12;;;150 Euro Energiekostenausgleich für fast alle Haushalte;Die instabile Lage rund um die Ukraine und die derzeit ungewöhnlich geringen Gaslieferungen aus Russland versetzen die Energiepolitik in den Krisenmodus. Die Bundesregierung will gegensteuern.;Nicht nur die Bürger stöhnen unter den enorm hohen Gaspreisen, auch die Industrie ruft die Regierung lautstark um Hilfe und appelliert an sie, Maßnahmen zur Linderung der Krise zu setzen.;;;;;
"Am Freitag Vormittag trafen einander die Regierungsspitze samt Energieministerin Leonore Gewessler und Wirtschaftsministerin Margarethe Schramböck zum Energiegipfel im Kanzleramt. Die instabile Lage rund um die Ukraine und die derzeit ungewöhnlich geringen Gaslieferungen aus Russland versetzen die Energiepolitik in den Krisenmodus.""";;;;;;;;;;;;;;;;
kurier;https://kurier.at/wirtschaft/in-der-gaspreis-falle-anbieter-werfen-kunden-hinaus/401791619;europa, ns, us, rna, ss, schi, sp;03.11.2021;nan;24.10.2024;03.11.21, 05:00;;;In der Gaspreis-Falle: Anbieter werfen Kunden hinaus;Firmen ziehen sich aus dem Markt zurück, für Konsumenten wird’s teurer.;Das ist Pech. Im Vorjahr feierte der Verein für Konsumenteninformation (VKI) bei seiner Energiekosten-Stop-Aktion Maxenergy Austria als Bestbieter. Mehr als 46.000 Haushalte hatten sich dem Bieterverfahren angeschlossen. Im guten Glauben, im Schlepptau des VKI besonders günstige Strom- und Gastarifen zu erhalten. Ausgerechnet Maxenergy kündigt jetzt mit einer Frist von acht Wochen einen Teil seiner rund 100.000 heimischen Kunden, betroffen sind vor allem die VKI-Verträge. Die Geschäftsführung von Maxenergy, eine Tochter der deutschen Erdgas-Schwaben-Gruppe, war für den KURIER nicht erreichbar, eine Marketing-Mitarbeiterin erklärt nur: „Aufgrund der historischen Preishöchststände machen wir von unserem Kündigungsrecht gegenüber Kundengruppen Gebrauch“. Auch Easy Green Energy und die deutsche Enstroga versuchen laut VKI die Kunden aus den günstigen Verträgen zu drängen. aWATTar dürfte ebenfalls bereits Kunden kündigen. Die Energiepreise in Europa spielen verrückt, vor allem die Gastarife. „2019 kostete eine Kilowattstunde 1 bis 1,5 Cent, derzeit sind es 8,5 Cent“, rechnet Thomas Eisenhuth, Geschäftsführer der Alpenenergie vor. Der Anbieter bezieht den Strom direkt von Kleinwasserkraftwerken und nimmt noch Neukunden, hat aber seine Angebote auf den Preisvergleich-Portalen deaktiviert. Energiehandelsverträge seien praktisch Warentermingeschäfte, erklärt Eisenhuth. Wer Preisgarantien abgegeben hat, muss liefern. Doch die Großhandelspreise kennen seit 2020 nur eine Richtung, und zwar steil nach oben. Die Endkunden aber haben oft Verträge mit Preisgarantien, also fixen Tarifen. Die Unternehmen stecken tief in der Klemme. Einerseits stark steigende Kosten, die andererseits nicht weiterverrechnet werden können. „Die Anbieter kündigen lieber, vor allem solche, die noch in der Aufbauphase sind. Sie haben den Kunden Super-Rabatte gegeben, aber bis sie Gewinne machen, dauert es Jahre“, beobachtet Johannes Mayer, Leiter der volkswirtschaftlichen Abteilung des Regulators E-Control.;;;;;
kurier;https://kurier.at/chronik/niederoesterreich/hochrangiger-polizeiarzt-in-pruegelaffaere-verwickelt/401071517;spo, ns, linke, us, usa, ss, schi, sp;20.10.2020;nan;24.10.2024;20.10.20, 18:00;;;Hochrangiger Polizeiarzt in Prügelaffäre verwickelt;Mediziner gefilmt, wie er in Bar auf Frauen einschlug. Der KURIER hat Sequenzen aus dem Video.;Er ist seit Jahren Chefarzt der Polizei, Notfallmediziner, ärztlicher Sachverständiger und betreibt zwei Praxen als Gemeindearzt in Niederösterreich. Seit vergangenem Wochenende hat der gute Ruf des Mediziners allerdings deutliche Schrammen erlitten. Der Polizeiarzt ist in eine brisante Prügelaffäre verwickelt. Er soll in der Nacht auf Samstag in einem Lokal im Bezirk Baden im alkoholisierten Zustand eine zweifache Mutter geschlagen und eine zu Hilfe kommende Freundin ebenfalls verletzt haben. Dem KURIER liegen Videoaufnahmen aus der Überwachungskamera und Bilddokumente vor, die den Verdacht gegen den Mediziner erhärten. Gegen ihn wird wegen Körperverletzung ermittelt. Der Wiener Neustädter Rechtsanwalt Michael Dohr vertritt die zweifache Mutter und ist über den „völlig unbegründeten Gewaltexzess“ entsetzt. „Gerade als Chefarzt der Polizei ist so ein Verhalten völligst unentschuldbar. Hier muss seitens der zuständigen Landespolizeidirektion mit der sofortigen Suspendierung reagiert werden“, fordert Dohr. Rechtsanwalt Michael Dohr Olga P. (32) hatte sich am Freitag in dem Lokal mit ihrer Freundin getroffen. Später kam ein bekanntes Pärchen zusammen mit anderen Personen in die Café-Bar. „Zu späterer Stunde verließen alle anderen Personen das Lokal, nur der Arzt blieb zurück“, schildert eine Zeugin. Während die Frau tanzte, versuchte sich der Mediziner mit ihrer 32-jährigen Bekannten an der Bar zu unterhalten. Wie die Bilder aus der Videoüberwachung zeigen, greift der Mann immer wieder in Richtung der zweifachen Mutter. „Er fing an, mich an der Schulter zu berühren und zu umarmen. Ich sagte gefühlt zehn Mal, dass er aufhören soll. Dann boxte er mich plötzlich schmerzhaft in die Rippen“, sagte Olga P. aus.;;;;;
kurier;https://kurier.at/chronik/niederoesterreich/gewalt-gegen-frauen-schutzzentren-wie-fort-knox-ausgebaut/400992356;spo, ns, övp, christ, us, usa, ss, regierung, familie, sp;05.08.2020;nan;24.10.2024;05.08.20, 17:20;;;Gewalt gegen Frauen: Schutzzentren wie Fort Knox ausgebaut;Schon 1.400 Betretungsverbote in den ersten sieben Monaten in NÖ. Es gibt eine markante Zunahme.;1.401 Betretungsverbote bis zum Stichtag 31. Juli sprechen eine deutliche Sprache. Die Polizei registriert in Niederösterreich einen deutlichen Anstieg häuslicher Gewalt. Um betroffene Frauen und Kinder besser vor möglichen Gefährdern zu schützen, wurde in den sechs nö. Frauenhäusern deutlich aufgerüstet. Die Landesregierung stellte 100.000 Euro für neue Sicherheitseinrichtungen wie Schleusen im Eingangsbereich, Kameras, Zäune, Sichtschutz- und neue Alarmanlagen zur Verfügung. Die Schreckensmeldungen von 33 Frauenmorden im Vorjahr dürften die gefährdeten Personen deutlich sensibilisiert haben. Den Beobachtungen der Gewaltschutzzentren zufolge, wird heute bei Anzeichen von Gewalt in der Familie deutlich öfter zum Hörer gegriffen, als das in der Vergangenheit der Fall war.;;;;;
kurier;https://kurier.at/kultur/wien-bekommt-nachtbuergermeister/271.050.508;spo, ns, us, ss, familie, sp;22.06.2017;nan;24.10.2024;22.06.17, 10:00;;;"Wien bekommt ""Nachtbürgermeister""";"Die Initiative ""Tanz durch den Tag"" fordert einen ""Nachtbürgermeister"" für Wien und veranstaltet ein Festival auf der Donauinsel.";"""Tanz durch den Tag"" ist vieles auf einmal. Eine Bewegung, ein Festival, eine Party und eine Familie. Begonnen hat alles 2010 mit einem musikalischen Picknick auf einer Lichtung im Wiener Prater. Das kam gut an und sprach sich so auch schnell herum. Auch deshalb, weil es zu diesem Zeitpunkt in Wien nur wenige solche Open-Air-Veranstaltungen gab, bei denen der Eintritt frei ist, es keinen Konsumzwang gibt und das Miteinander unter freiem Himmel im Vordergrund steht. Friede. Freude. Feiern. Und Müllentsorgung. Denn die Rücksicht auf die Natur war und ist oberstes Gebot.";;;;;
kurier;https://kurier.at/politik/ausland/sea-watch-kapitaenin-rackete-wird-in-italien-erneut-vernommen/400554377;krieg, spo, einwanderung, ns, us, usa, ss, schi, regierung, sp;17.07.2019;nan;24.10.2024;17.07.19, 22:34;;;Sea-Watch-Kapitänin Rackete wird in Italien erneut vernommen;Die Kapitänin war mit Dutzenden Migranten an Bord Ende ohne Erlaubnis in den Hafen von Lampedusa gefahren. ;Die deutsche Sea-Watch-Kapitänin Carola Rackete muss sich in Italien erneut einem Verhör stellen. An diesem Donnerstag (10.00 Uhr) steht eine Vernehmung bei der Staatsanwaltschaft in der sizilianischen Stadt Agrigent an. Diese ermittelt gegen die 31-Jährige unter anderem wegen des Vorwurfs der Beihilfe zur illegalen Einwanderung und des Widerstandes gegen ein Kriegsschiff.;;;;;
kurier;https://kurier.at/chronik/wien/nevrivy-kleingarten-umwidmung-spoe-donaustadt/402605645;politik, ns, övp, christ, us, ss, neos, sp, fpö, leiche;23.09.2023;nan;24.10.2024;23.09.23, 18:10;;;Causa Nevrivy: Rote Nachbarschaft im Kleingarten sorgt für Wirbel;Weiter Debatte um Umwidmung in Kleingartenverein: Mehrere SPÖ-Politiker sollen davon profitiert haben, es gibt Rücktrittsaufforderungen.;"Die Schrebergartenaffäre der Wiener Kommunalpolitik wurde am Wochenende auf eine höhere Ebene gehoben: ""Alle roten Umwidmungsspekulanten müssen ihre Ämter ruhend stellen"", fordert am Samstag nämlich Christian Stocker, Generalsekretär der ÖVP und Nationalratsabgeordneter. Das meint vor allem Ernst Nevrivy, SPÖ-Bezirksvorsteher von Donaustadt, aber auch drei seiner Parteifreundinnen. ➤ Mehr lesen: Ein Kleingarten-Deal mit Konsequenzen Damit ist die politische Debatte um Schrebergärten endgültig vom Wiener Rathaus und Bezirksvertretungen in Richtung Parlament gewuchert. Die SPÖ möge doch bei der Aufklärung dieser Vorwürfe ""die gleiche Hartnäckigkeit an den Tag legen"", die sie anderswo einfordere, merkt Stocker an. In der Kommunalpolitik wurden indes bereits Rücktritte gefordert, so etwa vom Klubobmann der FPÖ, Maximilian Krauss: ""Das ist ein Bilderbuchskandal, der nicht ohne Folgen bleiben kann."" Die Neos – immerhin Koalitionspartner der SPÖ in Wien – zeigten sich ""stark irritiert"": Klubobfrau Bettina Emmerling merkte an, die Grundstückskäufe wirkten ""problematisch“. Es geht um mehrere Hundert Quadratmeter im Kleingartenverein in Breitenlee: Wie berichtet, wird Ernst Nevrivy vorgeworfen, von der Umwidmung seines Schrebergartens in Bauland profitiert zu haben – das Grundstück sei jetzt doppelt so viel wert als zum Zeitpunkt seines Kaufes.";;;;;
kurier;https://kurier.at/politik/inland/commerzialbank-wksta-verfahren-gegen-ettl-ebenfalls-eingestellt/401973878;ns, övp, us, ss, sp;14.04.2022;nan;24.10.2024;14.04.22, 11:35;;;Commerzialbank: WKStA-Verfahren gegen Ettl ebenfalls eingestellt;Gegen FMA-Vorstand wurde wegen mutmaßlicher Falschaussage im U-Ausschuss ermittelt.;Das Verfahren der Wirtschafts- und Korruptionsstaatsanwaltschaft (WKStA) gegen den Vorstand der Finanzmarktaufsicht Helmut Ettl ist wie jenes gegen den burgenländischen Landeshauptmann Hans Peter Doskozil (SPÖ) eingestellt worden. FMA-Sprecher Klaus Grubelnik erklärte am Donnerstag gegenüber der APA, man sei heute über die Einstellung informiert worden. Eine Sprecherin der WKStA bestätigte dies ebenfalls.;;;;;
kurier;https://kurier.at/politik/ausland/bis-zu-120-franken-schweiz-beschliesst-klima-abgabe-fuer-flugtickets/400937129;svp, ns, demo, us, rna, usa, ss, schi, klima, regierung, klimaschutz, simonetta sommaruga;10.06.2020;nan;24.10.2024;10.06.20, 17:11;;;Bis zu 120 Franken: Schweiz beschließt Klima-Abgabe für Flugtickets;Beschlossen wurde auch eine Abgabe für Abflüge privater Maschinen sowie eine Förderung für erneuerbare Treibstoffe.;Fliegen dürfte in der Schweiz bald deutlich teurer werden. Nach der kleinen Kammer des Parlaments hat am Mittwoch auch die große Kammer einer Flugticketabgabe zugestimmt. Sie soll bei kommerziellen Passagierflügen pro Ticket je nach Distanz und Buchungsklasse 30 bis 120 Franken (bis zu 111 Euro) betragen. Private Maschinen müssen je nach Größe des Flugzeugs pro Start 500 bis 5.000 Franken zahlen. Durch die Abgabe sollen pro Jahr etwa 500 Millionen Franken (464 Millionen Euro) zusammenkommen. Das Geld soll teils Fluggesellschaften zugute kommen, wenn sie in erneuerbare Treibstoffe investieren. Die rechte SVP-Fraktion lehnte den Vorschlag ab. Kritiker warnten, dass Urlauber künftig Flughäfen im nahen Ausland nutzen würden.;;;;;
kurier;https://kurier.at/chronik/oberoesterreich/geige-bruckneruni-linz-violonistin-clara-perez-campuzano-guadagnini/402965680;ns, ss, sp, us;24.10.2024;nan;24.10.2024;24.10.24, 10:02;;;Sie darf diese wertvolle Geige spielen: Violonistin Clara Pérez Campuzano;Die Spanierin Clara Pérez Campuzano spielt ein Jahr lang die Guadagnini-Violine und studiert auf der Bruckner-Uni in Linz.;Sie übt durchschnittlich fünf Stunden täglich. Die harte Arbeit zeigt Folgen. Die Bruckner Universität in Linz hat die Guadagnini-Violine für das Studienjahr 2024/’25 an Clara Pérez Campuzano verliehen. „Ich kann es kaum glauben“, sagt die 23-jährige Spanierin im Gespräch mit dem KURIER. „Es ist eine großartige Sache, wenn ich so mein Spiel verbessern kann.“;;;;;
kurier;https://kurier.at/chronik/wien/unwetter-neuer-schienenersatzverkehr-tullnerfeld-wien-huetteldorf/402966403;ns, us, usa, ss, schi, fpö;23.10.2024;nan;24.10.2024;23.10.24, 13:54;;;Unwetter: Neuer Schienenersatzverkehr Tullnerfeld - Wien Hütteldorf;Die Direktverbindung wird laut einer Aussendung stündlich angeboten und morgens nach Wien sowie nachmittags in die Gegenrichtung auf einen Halbstundentakt verstärkt.;Der Verkehrsverbund Ost-Region (VOR) hat in Zusammenarbeit mit dem ÖBB-Personenverkehr und Postbus ab heute, Mittwoch, bis zur teilweisen Wiederaufnahme der Linie CJX5 einen neuen Schienenersatzverkehr (SEV) mit Autobussen auf der Strecke Tullnerfeld - Wien Hütteldorf eingerichtet. Die Direktverbindung wird laut einer Aussendung stündlich angeboten und morgens nach Wien sowie nachmittags in die Gegenrichtung auf einen Halbstundentakt verstärkt.;;;;;
kurier;https://kurier.at/chronik/oesterreich/teuerung-klimakrise-das-sind-unsere-groessten-sorgen/402274091;erderwärmung, digitalisierung, arbeitslosigkeit, politik, klimakrise, ns, demo, us, ss, schi, klima, sp;29.12.2022;nan;24.10.2024;29.12.22, 06:23;;;Teuerung bereitet Österreichern die größten Sorgen;Die Sorgen in der österreichischen Bevölkerung sind breit gestreut und gehen quer durch alle gesellschaftlichen Schichten.;Die zunehmend unerschwinglichen Lebenshaltungskosten machen den Österreichern derzeit die größten Sorgen. Das geht aus einer von der Gewerkschaft GPA in Auftrag gegebenen IFES-Studie hervor, die im November und Dezember durchgeführt wurde. 86 Prozent machten sich in diesem Punkt große bzw. gewisse Sorgen, knapp gefolgt vom Thema Einsparungen bzw. Verschlechterungen im Gesundheitssystem, der zunehmenden Schere zwischen Arm und Reich und einer tiefgreifenden Wirtschaftskrise. Laut der Studie (1.000 telefonisch und online Befragte, Grundgesamtheit: Wohnbevölkerung ab 16) folgt dahinter das Thema Klimakrise und Erderwärmung mit 73 Prozent, dann Kürzungen beim Sozialstaat bzw. im Sozialsystem, Einschränkungen der demokratischen Rechte, steigende Arbeitslosigkeit und - als am wenigsten sorgenbelasteter Punkt unter den abgefragten - die Digitalisierung der Arbeitswelt mit 38 Prozent. Die Sorge um Kostensteigerungen, das Gesundheitssystem, die Wirtschaftskrise und Demokratie ist im Vergleich zu früheren Befragungen im Jahr 2000 gestiegen.;;;;;
kurier;https://kurier.at/chronik/wien/corona-grosser-andrang-bei-der-neuen-wiener-kinder-impfstrasse/401806354;ns, us, impfstoff, usa, ss, schi, corona, sp;15.11.2021;nan;24.10.2024;15.11.21, 12:43;;;Wiener Kinder stürmen Impfstraßen: Alle Termine ausgebucht;Eltern erzählen, warum sie nicht auf die offizielle Zulassung für die jüngere Altersgruppe warten wollen. ;Ewig lang ist an diesem Montagvormittag die Schlange vor der Impfstraße im Wiener Austria Center. Sie reicht fast bis zurück zur U1-Station.;;;;;
kurier;https://kurier.at/politik/inland/live-finanzminister-bluemel-ueber-neue-corona-hilfen/401811733;spo, ns, övp, lockdown, us, pandemie, ss, schi, regierung, corona, sp, corona-hilfen, wirtschaftshilfen;19.11.2021;nan;24.10.2024;19.11.21, 12:48;;;Das sind die neuen Corona-Hilfen;Ab Montag gilt ein österreichweiter Lockdown. Finanzminister Gernot Blümel und Arbeitsminister Kocher erklären die neuen Hilfen.;"Finanzminister Gernot Blümel, Arbeitsminister Martin Kocher und Kulturstaatssekretärin Andrea Mayer über die Unterstützungshilfen der Regierung. Aufgrund der aktuell verkündeten Maßnahmen werden weiter Hilfsinstrumente ""scharf geschalten"", so ÖVP-Finanzminister Blümel eingangs. ""Wenn Fehler passiert sind, dann tut mir das leid"", so der Minister auf Nachfrage, ob die Regierung Fehler begangen hat in der Pandemiebekämpfung. ""Es ist für uns alle herausfordernd und hochfrustrierend."" Seine Aussagen aus dem Herbst, ""die Pandemie ist vorbei"", will Blümel auf Nachfrage nicht revidieren. Die Pandemie sei in wirtschaftlichen Belangen zum nämlichen Zeitpunkt auch tatsächlich beendet gewesen. Wie auch alle Wirtschaftsforschungsinstitute und die EU-Kommission sagten, so Blümel. Die wirtschaftlichen Hilfen werden nur funktionieren, wenn sich alle an die Regeln halten, so Blümel - der damit auch Strafen und Rückerstattungen in Aussicht stellt, sollten Hilfen zu Unrecht in Anspruch genommen werden. Es gibt eine Überschreitungsermächtigungen von 5 Milliarden Euro im Budget vorgesehen. Die aktuell verkündeten Maßnahmen sind im Budget abgedeckt, so Blümel. Jeder zweite Wintersport-Urlaub finde in Österreich statt, genau deshalb, so der Finanzminister, seien die nun verlängerten Wirtschaftshilfen essentiell.";;;;;
